Suhu_C,Kelembaban_persen,Tekanan_Udara_hPa,Kecepatan_Angin_kmjam,Arah_Angin_derajat,Curah_Hujan_mm,Kondisi_Cuaca
26.6,79,1004.3,8.4,73,1.0,Berawan
17.0,73,1011.6,23.6,357,4.5,Berawan
26.9,60,1004.5,13.0,62,0.0,Cerah
20.2,96,1007.2,17.8,52,37.5,Hujan
29.8,91,1009.8,29.5,41,4.6,Berawan
29.7,93,1006.3,26.7,38,1.9,Berawan
28.4,69,1008.5,9.5,306,0.0,Cerah
17.7,71,1006.1,17.4,259,0.0,Cerah
23.7,89,1005.3,24.9,222,38.1,Hujan
20.5,80,1006.2,8.2,130,1.2,Berawan
28.7,63,1008.8,29.8,118,4.7,Berawan
20.7,74,1004.1,25.5,297,2.6,Berawan
25.2,84,1012.4,23.0,197,1.6,Berawan
19.1,62,1008.0,25.8,294,0.8,Berawan
26.4,57,1004.6,18.1,64,1.1,Berawan
30.6,86,1011.3,23.9,265,4.1,Berawan
31.1,84,1005.2,12.9,65,1.3,Berawan
26.0,70,1009.1,12.2,325,0.0,Cerah
17.6,77,1010.4,25.3,264,1.8,Berawan
28.6,76,1004.1,10.6,253,2.8,Berawan
19.3,95,1011.8,5.1,115,2.6,Berawan
20.3,85,1005.9,24.5,351,24.2,Hujan
22.2,68,1008.3,21.2,52,3.9,Berawan
27.2,89,1007.2,14.2,5,3.7,Berawan
24.3,85,1009.9,13.3,100,3.3,Berawan
27.2,67,1011.5,13.8,274,0.0,Cerah
24.8,82,1004.1,3.9,94,1.0,Berawan
26.8,69,1011.1,5.2,161,0.0,Cerah
17.1,55,1007.6,25.9,109,3.3,Berawan
17.0,72,1005.2,29.0,38,3.7,Berawan
30.3,79,1007.5,24.0,49,1.5,Berawan
24.9,73,1004.8,3.7,345,0.0,Cerah
25.6,63,1012.7,15.3,128,0.0,Cerah
25.5,78,1010.5,29.3,266,2.0,Berawan
26.2,87,1007.2,22.2,217,3.5,Berawan
23.8,79,1010.5,5.1,185,2.3,Berawan
26.7,78,1005.5,27.2,22,4.8,Berawan
22.7,66,1006.1,22.3,124,3.3,Berawan
24.3,67,1012.3,15.2,357,0.0,Cerah
31.4,94,1011.1,16.9,358,2.5,Berawan
28.7,62,1009.6,17.2,197,0.0,Cerah
20.1,62,1012.3,3.9,212,0.0,Cerah
17.2,93,1008.7,8.8,179,2.0,Berawan
29.6,65,1009.6,7.2,275,0.0,Cerah
25.3,59,1008.2,10.7,60,0.0,Cerah
27.1,59,1004.7,16.4,149,0.0,Cerah
21.7,74,1006.1,13.6,275,0.0,Cerah
25.6,88,1007.9,17.5,128,4.7,Berawan
31.9,72,1009.7,25.0,93,1.1,Berawan
20.4,68,1004.4,20.2,101,0.4,Berawan
23.6,87,1005.8,13.3,341,41.3,Hujan
29.4,84,1004.8,6.0,119,2.5,Berawan
25.8,75,1007.4,25.3,20,1.1,Berawan
21.0,64,1009.6,29.7,202,2.4,Berawan
31.8,86,1004.1,8.2,198,4.1,Berawan
30.8,74,1008.7,26.5,142,1.5,Berawan
24.0,76,1010.1,21.9,190,1.6,Berawan
28.9,72,1004.9,27.2,87,2.3,Berawan
16.6,56,1008.9,8.0,279,0.0,Cerah
29.1,86,1009.5,4.3,73,1.4,Berawan
19.3,78,1006.7,21.4,33,2.9,Berawan
16.0,67,1012.1,14.7,181,0.0,Cerah
20.0,75,1007.3,15.3,129,0.0,Cerah
27.2,89,1005.4,10.0,183,1.6,Berawan
21.8,68,1012.7,8.7,126,0.0,Cerah
19.9,81,1012.6,28.1,192,2.7,Berawan
26.0,93,1011.0,11.4,145,4.2,Berawan
22.4,68,1005.7,19.1,234,2.3,Berawan
17.6,97,1004.2,11.7,256,42.9,Hujan
22.8,87,1009.3,4.8,8,2.0,Berawan
22.9,67,1009.7,29.5,47,1.6,Berawan
18.9,70,1004.2,17.7,9,0.0,Cerah
21.2,90,1011.7,6.5,35,1.2,Berawan
23.1,72,1010.7,8.8,237,0.0,Cerah
28.5,59,1012.8,8.8,48,0.0,Cerah
21.4,58,1006.7,10.2,48,0.0,Cerah
27.8,79,1008.0,7.8,260,4.2,Berawan
26.3,75,1008.2,20.8,24,4.8,Berawan
25.6,73,1010.1,23.5,76,4.7,Berawan
29.5,76,1004.2,19.2,104,3.8,Berawan
26.6,64,1010.6,27.7,343,4.7,Berawan
19.2,80,1011.4,25.2,155,4.5,Berawan
31.8,61,1008.4,25.6,159,0.6,Berawan
24.3,61,1011.9,23.4,143,3.5,Berawan
24.7,97,1010.1,13.7,248,3.7,Berawan
25.8,91,1007.0,21.4,192,1.5,Berawan
20.4,68,1010.8,27.2,65,4.8,Berawan
31.4,79,1005.4,7.4,57,2.1,Berawan
23.2,67,1005.1,7.0,140,0.0,Cerah
26.5,92,1007.8,26.2,57,2.4,Berawan
25.0,57,1010.6,29.9,282,2.1,Berawan
17.4,72,1011.4,24.6,322,4.1,Berawan
26.2,95,1004.5,10.5,27,1.9,Berawan
30.3,55,1007.4,21.0,44,3.8,Berawan
26.8,68,1006.2,14.5,354,0.0,Cerah
24.6,82,1006.5,3.5,151,2.3,Berawan
18.4,80,1005.0,13.9,205,1.4,Berawan
28.3,72,1011.4,19.0,244,1.7,Berawan
28.5,76,1004.9,4.9,255,0.6,Berawan
23.8,67,1009.8,17.2,210,0.0,Cerah
16.7,78,1009.4,5.3,9,3.5,Berawan
17.9,80,1004.1,17.0,121,3.4,Berawan
25.8,72,1010.3,26.0,54,2.9,Berawan
31.7,84,1004.7,15.2,115,1.7,Berawan
25.9,62,1004.4,6.6,211,0.0,Cerah
21.5,58,1008.3,15.0,324,0.0,Cerah
26.4,97,1012.9,6.9,269,3.6,Berawan
24.2,96,1011.6,19.8,128,3.5,Berawan
26.2,56,1008.0,23.9,77,1.5,Berawan
25.1,64,1012.1,26.1,268,1.5,Berawan
27.9,82,1004.0,10.2,271,4.0,Berawan
31.7,74,1013.0,15.4,274,0.0,Cerah
22.6,63,1006.7,25.6,124,4.3,Berawan
17.9,66,1005.0,20.7,2,1.3,Berawan
27.7,80,1011.5,28.0,48,2.7,Berawan
22.9,81,1005.7,8.6,77,0.4,Berawan
24.9,69,1011.5,17.8,57,0.0,Cerah
31.1,71,1011.4,17.9,168,0.0,Cerah
29.8,61,1006.5,24.9,252,0.5,Berawan
23.3,89,1009.3,4.0,102,1.5,Berawan
20.5,75,1011.4,26.5,49,4.7,Berawan
20.7,83,1010.0,10.6,79,2.3,Berawan
27.5,64,1009.2,14.9,129,0.0,Cerah
31.3,92,1005.6,22.3,128,1.4,Berawan
19.0,59,1012.0,10.4,335,0.0,Cerah
20.2,84,1007.7,3.5,172,0.6,Berawan
19.6,93,1011.6,14.1,288,4.6,Berawan
23.9,56,1012.6,20.1,139,2.5,Berawan
29.3,70,1012.4,28.1,134,4.7,Berawan
31.2,68,1010.7,9.8,278,0.0,Cerah
28.8,70,1012.2,6.1,136,0.0,Cerah
21.8,75,1012.5,28.8,169,1.6,Berawan
23.2,74,1012.1,24.7,240,1.1,Berawan
25.5,70,1005.9,28.6,38,1.7,Berawan
28.5,70,1010.0,21.7,279,4.0,Berawan
28.1,73,1004.1,18.6,23,2.3,Berawan
17.2,83,1006.3,27.2,90,2.8,Berawan
29.9,84,1011.1,11.6,234,4.5,Berawan
23.3,89,1005.7,9.5,45,33.0,Hujan
17.4,70,1008.0,4.9,292,0.0,Cerah
21.0,82,1006.0,6.4,348,2.2,Berawan
30.5,67,1004.4,25.1,118,2.5,Berawan
31.5,89,1006.6,17.7,178,2.3,Berawan
28.4,87,1005.8,11.0,351,1.8,Berawan
30.7,69,1011.8,25.3,202,0.2,Berawan
23.3,96,1008.2,8.2,208,1.9,Berawan
25.6,91,1006.8,23.2,226,1.9,Berawan
19.3,75,1007.1,6.0,114,0.0,Cerah
27.1,92,1005.7,20.3,350,1.6,Berawan
22.2,71,1006.9,12.3,26,0.0,Cerah
28.0,73,1005.7,29.6,116,0.5,Berawan
27.4,56,1008.0,10.4,290,0.0,Cerah
29.2,71,1009.7,7.1,192,0.0,Cerah
20.6,97,1005.8,19.8,268,29.1,Hujan
22.0,73,1008.0,19.5,215,3.3,Berawan
19.7,59,1004.1,15.4,63,0.0,Cerah
27.8,86,1005.0,4.6,44,1.7,Berawan
17.3,97,1009.8,26.1,234,4.7,Berawan
18.5,69,1009.7,28.0,260,4.2,Berawan
19.8,95,1009.3,26.5,279,4.0,Berawan
25.8,96,1006.9,7.1,184,1.3,Berawan
26.9,79,1010.6,29.6,35,4.7,Berawan
25.4,59,1009.3,16.0,67,0.0,Cerah
24.9,85,1008.1,18.2,213,3.1,Berawan
23.7,66,1009.2,26.4,177,3.9,Berawan
21.3,97,1006.2,3.7,247,44.1,Hujan
25.2,81,1006.8,23.2,212,1.9,Berawan
25.6,96,1008.8,16.8,296,0.4,Berawan
20.4,83,1011.6,5.1,179,4.7,Berawan
27.7,65,1007.1,10.0,228,0.0,Cerah
21.9,89,1008.0,19.3,335,33.7,Hujan
16.5,63,1008.7,19.7,154,0.8,Berawan
17.2,70,1007.1,11.3,297,0.0,Cerah
19.0,69,1011.4,14.8,214,0.0,Cerah
21.3,84,1011.1,10.3,43,1.2,Berawan
27.8,79,1011.3,22.9,65,3.3,Berawan
20.2,87,1004.7,3.5,37,31.9,Hujan
24.5,69,1009.5,26.5,244,0.7,Berawan
16.3,76,1006.0,23.0,154,4.4,Berawan
22.3,57,1004.2,26.6,190,4.7,Berawan
25.1,78,1009.9,12.0,122,1.6,Berawan
23.4,96,1012.8,10.5,130,0.8,Berawan
24.9,72,1007.0,29.2,290,2.3,Berawan
24.0,59,1008.6,12.6,312,0.0,Cerah
23.0,75,1010.6,29.2,207,4.8,Berawan
28.8,78,1008.8,19.8,252,0.7,Berawan
18.6,79,1010.4,11.6,206,1.2,Berawan
26.4,82,1005.7,21.8,154,0.7,Berawan
31.0,79,1012.0,17.0,298,4.2,Berawan
21.6,90,1005.4,29.3,119,22.3,Hujan
30.0,75,1012.3,28.9,305,2.5,Berawan
26.6,69,1010.9,21.5,194,0.4,Berawan
27.2,80,1012.0,21.9,42,0.2,Berawan
25.2,71,1004.5,3.8,124,0.0,Cerah
28.1,90,1007.0,22.6,51,3.1,Berawan
26.9,70,1008.7,28.2,103,0.3,Berawan
20.0,82,1010.8,22.3,155,4.0,Berawan
20.7,96,1010.5,3.6,262,2.1,Berawan
22.5,90,1006.2,16.4,308,18.1,Hujan
31.5,70,1011.8,24.4,320,3.3,Berawan
29.8,84,1004.3,3.7,101,0.9,Berawan
22.4,91,1006.7,10.4,349,49.3,Hujan
18.5,69,1012.1,25.5,313,3.1,Berawan
20.7,68,1011.4,19.8,228,0.5,Berawan
30.6,90,1005.5,6.0,228,3.0,Berawan
31.3,56,1012.0,19.4,93,3.5,Berawan
26.6,77,1007.5,15.6,203,4.2,Berawan
21.8,84,1004.2,28.1,299,1.0,Berawan
18.4,81,1007.8,23.5,249,2.5,Berawan
21.2,97,1012.5,15.6,93,4.6,Berawan
19.4,64,1012.4,12.0,341,0.0,Cerah
29.4,74,1010.9,27.9,89,1.4,Berawan
31.9,59,1006.0,8.1,3,0.0,Cerah
21.4,96,1005.8,17.0,180,22.9,Hujan
27.1,78,1005.3,13.0,322,3.2,Berawan
29.4,83,1006.3,14.4,312,2.7,Berawan
16.3,88,1004.5,12.6,33,28.5,Hujan
23.2,86,1012.3,17.9,17,2.6,Berawan
29.5,63,1010.8,7.3,130,0.0,Cerah
24.6,88,1012.4,9.5,42,3.7,Berawan
16.1,89,1007.6,25.2,136,25.2,Hujan
31.6,85,1012.0,4.3,198,0.4,Berawan
29.9,79,1012.8,18.5,28,3.1,Berawan
26.1,94,1010.2,29.1,54,0.2,Berawan
22.3,77,1010.5,26.2,286,1.3,Berawan
27.7,98,1007.6,19.2,202,3.5,Berawan
20.6,68,1012.0,26.6,356,1.7,Berawan
26.0,72,1008.5,4.8,343,0.0,Cerah
27.9,73,1006.1,15.9,72,0.0,Cerah
25.7,92,1004.4,17.1,332,1.3,Berawan
16.2,96,1007.8,12.6,208,48.2,Hujan
16.2,88,1005.4,8.0,260,43.4,Hujan
21.1,66,1007.1,6.9,31,0.0,Cerah
28.0,61,1010.0,8.5,263,0.0,Cerah
26.9,62,1011.0,7.9,242,0.0,Cerah
30.9,90,1008.5,17.1,196,3.6,Berawan
27.6,63,1008.8,13.7,24,0.0,Cerah
29.2,71,1007.6,13.3,310,0.0,Cerah
31.7,90,1006.9,14.9,222,4.2,Berawan
22.2,88,1004.8,3.3,124,26.4,Hujan
27.1,90,1008.5,25.9,35,3.0,Berawan
26.1,57,1009.5,19.3,157,3.7,Berawan
16.4,69,1012.0,20.6,235,4.3,Berawan
23.1,56,1011.6,20.6,124,0.5,Berawan
25.5,85,1009.6,27.4,166,4.7,Berawan
16.8,70,1008.1,4.0,196,0.0,Cerah
22.1,57,1005.5,7.3,26,0.0,Cerah
31.2,68,1007.7,3.9,209,0.0,Cerah
27.4,88,1009.6,6.0,334,2.7,Berawan
25.0,98,1005.5,29.3,60,4.9,Berawan
28.7,58,1006.3,23.1,222,4.3,Berawan
29.9,80,1010.3,6.1,166,0.4,Berawan
24.3,78,1012.4,21.1,12,4.9,Berawan
28.2,85,1009.3,29.1,180,2.1,Berawan
18.0,64,1007.6,22.8,62,2.7,Berawan
29.5,76,1006.7,14.1,105,3.1,Berawan
23.6,70,1009.9,9.5,49,0.0,Cerah
32.0,77,1004.8,4.3,1,1.3,Berawan
18.6,95,1008.8,19.8,50,4.2,Berawan
28.7,88,1010.8,16.1,187,2.0,Berawan
20.7,73,1006.0,19.1,346,1.5,Berawan
26.5,66,1006.5,13.2,131,0.0,Cerah
23.5,98,1004.5,13.1,244,27.9,Hujan
17.6,66,1009.0,20.8,55,2.7,Berawan
24.3,76,1011.5,15.6,347,1.1,Berawan
26.9,64,1010.9,11.0,289,0.0,Cerah
22.0,73,1007.5,3.7,241,0.0,Cerah
25.1,92,1010.2,19.7,256,4.1,Berawan
26.4,97,1011.6,23.7,309,4.5,Berawan
31.3,98,1004.4,21.2,282,2.5,Berawan
16.4,86,1005.4,29.7,283,35.6,Hujan
24.3,60,1008.2,18.2,273,4.6,Berawan
21.8,55,1008.9,16.3,329,0.0,Cerah
18.9,84,1009.6,26.0,128,2.0,Berawan
23.4,86,1012.7,25.6,43,1.9,Berawan
22.3,88,1008.2,3.7,95,1.7,Berawan
26.3,78,1004.1,21.2,332,1.9,Berawan
21.1,94,1005.8,12.0,176,42.6,Hujan
25.9,58,1008.5,20.5,40,3.5,Berawan
19.0,96,1012.1,26.4,54,3.6,Berawan
20.6,65,1007.4,7.5,298,0.0,Cerah
28.4,60,1010.6,21.8,140,3.4,Berawan
24.0,72,1009.4,5.7,93,0.0,Cerah
18.1,96,1007.0,6.7,138,15.1,Hujan
24.9,89,1006.3,22.0,120,0.2,Berawan
30.1,77,1012.1,17.0,344,4.5,Berawan
31.6,85,1010.2,10.1,318,3.3,Berawan
18.6,62,1006.6,21.6,357,4.5,Berawan
17.0,58,1008.8,24.8,342,1.9,Berawan
16.3,69,1007.4,7.3,51,0.0,Cerah
24.6,91,1009.0,21.1,24,4.9,Berawan
24.0,74,1010.3,27.1,156,4.3,Berawan
21.0,63,1012.1,5.9,28,0.0,Cerah
31.2,77,1005.2,6.6,356,1.5,Berawan
27.2,76,1012.2,24.6,333,1.9,Berawan
29.4,71,1010.7,23.9,260,0.7,Berawan
31.3,89,1005.4,23.1,278,2.1,Berawan
16.6,59,1010.4,25.6,257,2.9,Berawan
21.3,68,1011.2,14.7,305,0.0,Cerah
25.7,86,1006.0,23.1,348,4.5,Berawan
30.8,63,1009.0,29.6,343,2.5,Berawan
23.3,97,1005.3,27.5,305,11.8,Hujan
28.2,93,1010.8,9.8,46,1.0,Berawan
20.1,85,1004.6,8.0,21,20.9,Hujan
31.2,83,1006.9,13.3,331,3.0,Berawan
17.4,67,1008.3,14.7,56,0.0,Cerah
16.1,96,1005.9,19.1,196,32.7,Hujan
27.5,60,1005.6,3.6,4,0.0,Cerah
28.7,56,1007.6,14.1,258,0.0,Cerah
29.0,66,1010.8,24.6,94,3.2,Berawan
20.8,94,1006.1,3.8,140,27.3,Hujan
21.5,57,1012.0,8.1,159,0.0,Cerah
21.0,56,1009.9,27.3,355,4.1,Berawan
19.8,63,1007.1,7.8,211,0.0,Cerah
30.8,64,1008.4,24.4,219,1.1,Berawan
30.5,95,1011.3,28.9,289,1.4,Berawan
19.0,81,1005.6,27.1,336,4.7,Berawan
29.2,93,1004.6,11.4,71,4.8,Berawan
22.1,62,1007.8,7.7,319,0.0,Cerah
23.5,96,1010.0,6.4,204,4.7,Berawan
23.7,89,1009.0,18.8,294,2.5,Berawan
19.3,76,1011.8,4.6,235,3.6,Berawan
18.6,56,1012.2,29.2,58,1.8,Berawan
30.6,67,1010.0,29.7,132,1.0,Berawan
23.8,61,1012.5,20.7,177,3.4,Berawan
21.0,94,1009.5,21.6,211,1.2,Berawan
26.8,64,1008.1,8.3,201,0.0,Cerah
24.0,71,1008.5,3.7,272,0.0,Cerah
27.5,82,1007.0,5.7,258,1.6,Berawan
22.6,56,1009.7,28.0,142,1.1,Berawan
23.8,73,1010.4,15.8,224,0.0,Cerah
29.2,92,1006.9,25.2,40,4.4,Berawan
19.1,69,1010.7,3.1,147,0.0,Cerah
19.2,84,1004.5,23.7,207,3.2,Berawan
20.6,93,1008.1,25.4,290,2.7,Berawan
19.7,61,1008.6,23.5,25,1.2,Berawan
29.3,90,1010.4,21.0,47,1.5,Berawan
24.1,90,1006.9,26.1,128,2.0,Berawan
23.9,79,1006.5,13.7,13,1.5,Berawan
19.9,96,1008.3,20.8,82,2.4,Berawan
19.3,64,1009.3,22.6,74,1.4,Berawan
28.0,94,1011.2,19.3,90,4.5,Berawan
19.0,89,1010.1,21.4,253,1.8,Berawan
22.4,59,1010.5,6.1,263,0.0,Cerah
18.2,87,1012.4,13.8,157,4.7,Berawan
22.8,67,1007.1,23.4,246,3.7,Berawan
23.2,71,1007.2,23.5,301,3.4,Berawan
31.9,74,1011.1,15.8,169,0.0,Cerah
18.0,97,1010.4,12.2,92,2.6,Berawan
22.1,71,1007.5,9.8,315,0.0,Cerah
18.8,56,1011.8,5.1,334,0.0,Cerah
21.6,78,1009.0,26.0,41,0.7,Berawan
17.7,82,1009.3,19.4,208,4.4,Berawan
30.5,95,1005.8,7.3,350,4.7,Berawan
19.4,63,1007.1,6.2,236,0.0,Cerah
28.0,60,1012.0,27.6,147,4.5,Berawan
27.7,80,1007.0,12.5,284,0.5,Berawan
28.4,71,1005.2,28.3,18,0.6,Berawan
20.5,72,1008.9,8.8,306,0.0,Cerah
18.7,66,1006.2,14.4,79,0.0,Cerah
27.6,89,1004.7,7.1,266,1.9,Berawan
16.8,79,1010.6,6.6,0,3.0,Berawan
29.2,85,1005.1,27.1,233,4.0,Berawan
21.0,55,1012.6,14.2,344,0.0,Cerah
22.6,62,1006.0,29.3,285,1.0,Berawan
24.6,70,1012.0,18.9,297,3.2,Berawan
31.1,65,1010.9,23.8,310,0.3,Berawan
24.1,95,1010.7,24.4,319,1.0,Berawan
28.1,90,1012.7,27.1,159,0.2,Berawan
28.2,69,1007.5,17.5,352,0.0,Cerah
25.0,89,1008.5,6.9,65,1.7,Berawan
26.5,61,1009.8,22.5,293,0.4,Berawan
23.3,96,1008.8,27.4,329,1.0,Berawan
22.1,75,1008.4,26.5,201,4.0,Berawan
23.9,92,1011.6,24.4,119,3.3,Berawan
23.3,72,1012.4,9.8,296,0.0,Cerah
22.8,69,1005.5,25.9,139,1.1,Berawan
26.5,98,1009.8,24.7,51,0.4,Berawan
24.4,66,1005.4,7.3,102,0.0,Cerah
16.3,70,1010.2,16.6,59,0.0,Cerah
23.9,86,1004.4,14.0,310,12.8,Hujan
25.1,83,1004.6,4.7,345,1.2,Berawan
27.1,56,1006.7,12.5,39,0.0,Cerah
29.7,95,1007.1,26.6,55,2.7,Berawan
16.2,90,1010.6,6.6,28,1.4,Berawan
31.9,70,1006.6,17.6,355,0.0,Cerah
18.3,75,1006.0,15.1,35,0.0,Cerah
21.1,82,1008.1,5.4,117,3.8,Berawan
20.4,69,1011.9,4.8,12,0.0,Cerah
17.7,65,1006.6,3.4,76,0.0,Cerah
23.0,56,1010.2,8.2,344,0.0,Cerah
20.6,88,1011.3,29.0,188,2.3,Berawan
22.3,82,1007.6,7.2,67,1.9,Berawan
19.6,95,1011.5,14.2,256,4.9,Berawan
18.3,73,1012.0,15.5,32,0.0,Cerah
31.7,76,1011.0,21.5,151,2.3,Berawan
24.4,95,1011.3,28.2,35,4.1,Berawan
18.7,67,1004.3,17.1,58,0.0,Cerah
26.7,71,1007.5,26.1,331,0.5,Berawan
22.8,72,1011.1,8.5,341,0.0,Cerah
17.0,91,1012.5,18.4,16,4.9,Berawan
29.6,80,1011.2,8.5,31,2.1,Berawan
20.2,67,1007.9,6.5,203,0.0,Cerah
19.2,92,1004.7,6.7,195,27.0,Hujan
27.2,63,1006.9,9.2,57,0.0,Cerah
25.1,78,1012.5,9.5,348,4.7,Berawan
28.0,75,1004.5,18.8,87,2.5,Berawan
30.6,93,1005.6,21.1,321,4.1,Berawan
16.0,84,1004.5,16.5,279,2.8,Berawan
21.3,62,1006.3,5.3,41,0.0,Cerah
25.0,56,1005.0,18.1,178,0.5,Berawan
31.4,98,1006.4,16.6,284,3.8,Berawan
29.4,80,1007.2,19.7,212,1.0,Berawan
20.9,92,1009.9,27.8,325,2.2,Berawan
22.1,82,1007.0,9.7,42,1.7,Berawan
18.3,75,1012.2,25.2,22,0.6,Berawan
22.4,59,1008.2,10.3,4,0.0,Cerah
23.0,85,1010.0,24.8,286,2.0,Berawan
22.7,60,1005.2,29.0,249,2.5,Berawan
30.8,87,1004.6,11.9,243,1.5,Berawan
30.7,72,1010.4,3.3,228,0.0,Cerah
21.4,70,1012.5,10.9,93,0.0,Cerah
18.7,93,1005.9,10.7,275,34.3,Hujan
20.6,60,1004.3,18.0,292,0.0,Cerah
23.7,67,1008.9,18.9,8,2.0,Berawan
31.8,81,1009.4,7.3,112,4.8,Berawan
24.8,95,1005.1,6.9,343,3.2,Berawan
22.9,86,1011.3,15.2,274,1.6,Berawan
23.9,83,1010.4,6.4,289,0.8,Berawan
25.8,77,1005.5,11.3,193,2.6,Berawan
18.4,61,1009.0,26.2,335,0.8,Berawan
29.8,88,1008.8,29.5,261,2.3,Berawan
19.2,75,1010.1,11.7,86,0.0,Cerah
19.3,91,1012.0,25.6,312,4.2,Berawan
25.6,97,1004.8,25.7,119,1.1,Berawan
16.1,75,1007.2,24.9,142,3.2,Berawan
31.4,60,1010.6,19.3,89,1.8,Berawan
18.2,72,1008.3,15.5,351,0.0,Cerah
30.9,86,1005.6,11.3,159,3.5,Berawan
22.6,61,1011.8,10.1,219,0.0,Cerah
19.0,71,1004.7,18.4,162,4.6,Berawan
26.4,60,1010.9,4.2,145,0.0,Cerah
24.7,84,1007.4,23.0,49,2.4,Berawan
23.7,72,1004.1,11.3,232,0.0,Cerah
30.6,79,1007.5,3.5,328,2.7,Berawan
16.0,69,1004.0,6.2,344,0.0,Cerah
27.4,61,1010.8,15.7,228,0.0,Cerah
21.2,69,1010.8,14.5,284,0.0,Cerah
26.8,61,1004.5,17.8,287,0.0,Cerah
19.5,78,1008.6,3.9,315,0.5,Berawan
31.7,76,1007.1,28.9,261,3.4,Berawan
29.4,93,1012.3,18.2,182,3.6,Berawan
26.0,68,1007.4,19.6,44,3.0,Berawan
27.2,98,1009.5,26.5,219,4.7,Berawan
23.6,65,1005.8,15.0,318,0.0,Cerah
26.5,67,1011.3,20.9,49,0.7,Berawan
16.1,66,1011.1,5.9,183,0.0,Cerah
30.0,69,1012.7,8.7,247,0.0,Cerah
26.0,96,1012.9,26.2,319,0.8,Berawan
26.0,68,1009.5,25.0,171,2.6,Berawan
26.5,68,1010.7,29.8,86,0.8,Berawan
21.9,68,1009.0,5.3,170,0.0,Cerah
16.5,56,1011.2,4.8,309,0.0,Cerah
27.4,66,1012.4,9.6,277,0.0,Cerah
16.5,59,1007.6,3.9,211,0.0,Cerah
23.3,70,1009.1,5.2,265,0.0,Cerah
19.7,82,1007.5,21.2,273,3.8,Berawan
16.5,71,1009.4,15.8,352,0.0,Cerah
30.7,68,1008.0,22.8,28,4.4,Berawan
23.8,80,1010.3,23.9,39,1.0,Berawan
28.3,79,1006.1,20.4,242,2.7,Berawan
26.7,94,1006.5,23.7,97,3.9,Berawan
17.9,97,1005.9,13.1,303,35.9,Hujan
29.8,92,1005.2,26.9,322,2.8,Berawan
21.3,81,1007.5,18.8,77,0.4,Berawan
22.0,65,1008.5,4.2,193,0.0,Cerah
27.2,73,1010.0,11.6,5,0.0,Cerah
27.6,73,1007.6,22.4,242,1.7,Berawan
18.6,64,1004.8,15.1,128,0.0,Cerah
26.1,87,1004.8,6.8,111,3.7,Berawan
23.3,59,1010.1,22.5,279,0.2,Berawan
27.5,84,1010.4,4.5,345,1.6,Berawan
18.4,84,1010.6,29.7,357,2.7,Berawan
30.9,61,1004.8,9.0,206,0.0,Cerah
26.9,56,1004.3,18.3,304,1.9,Berawan
18.8,71,1008.2,23.1,186,1.9,Berawan
16.2,86,1010.0,26.2,290,1.6,Berawan
31.6,76,1005.0,25.5,98,2.0,Berawan
22.4,89,1006.4,17.3,100,10.0,Hujan
24.2,83,1009.3,7.5,282,4.0,Berawan
20.4,90,1004.9,20.5,192,36.5,Hujan
29.8,74,1008.9,22.9,331,4.4,Berawan
27.9,92,1006.5,3.9,218,0.2,Berawan
27.5,97,1011.2,3.4,267,2.0,Berawan
29.6,74,1005.3,15.2,287,0.0,Cerah
26.3,97,1005.7,12.9,259,2.3,Berawan
22.3,70,1008.3,28.2,292,2.2,Berawan
29.3,84,1004.2,8.1,357,4.0,Berawan
17.7,66,1008.4,20.0,153,2.0,Berawan
25.4,93,1012.8,5.7,317,1.5,Berawan
17.7,66,1005.0,16.1,12,0.0,Cerah
20.8,89,1010.2,4.7,261,2.8,Berawan
29.1,70,1010.4,8.0,185,0.0,Cerah
21.2,68,1008.5,19.5,98,2.8,Berawan
22.5,70,1005.0,24.8,46,1.8,Berawan
26.6,72,1011.4,16.9,123,0.0,Cerah
16.3,68,1005.6,18.8,253,1.1,Berawan
25.9,68,1011.8,28.8,84,3.2,Berawan
18.8,90,1012.1,6.6,188,0.6,Berawan
20.2,72,1010.1,4.1,226,0.0,Cerah
28.7,66,1005.3,12.8,188,0.0,Cerah
27.7,88,1006.8,14.9,108,4.2,Berawan
16.8,98,1009.4,18.8,191,0.5,Berawan
29.7,68,1009.1,13.7,96,0.0,Cerah
22.3,62,1004.2,5.4,24,0.0,Cerah
23.4,72,1011.6,22.9,233,1.9,Berawan
20.2,79,1005.9,9.4,100,0.2,Berawan
22.8,80,1005.5,27.6,250,0.3,Berawan
19.4,63,1008.5,5.3,274,0.0,Cerah
17.3,76,1010.9,29.7,231,4.0,Berawan
28.5,57,1010.4,28.6,91,0.5,Berawan
27.2,92,1009.2,21.9,301,3.3,Berawan
16.7,76,1011.2,13.2,352,3.5,Berawan
20.6,75,1009.0,10.4,215,2.9,Berawan
30.3,63,1011.2,29.3,178,2.5,Berawan
29.8,63,1005.0,5.6,147,0.0,Cerah
25.7,96,1006.9,12.0,72,4.6,Berawan
20.3,85,1008.5,3.4,47,2.0,Berawan
27.7,87,1008.5,22.6,249,4.9,Berawan
28.9,79,1007.9,19.5,323,4.9,Berawan
21.8,63,1010.4,24.6,336,2.4,Berawan
19.9,64,1005.8,5.6,299,0.0,Cerah
25.0,82,1010.2,5.9,37,4.8,Berawan
31.3,55,1010.5,14.1,149,0.0,Cerah
24.5,68,1005.2,24.5,208,0.4,Berawan
